row,col,latitude,longitude,Map Data
1,28,18.903322824088782,73.05074037171414,
1,29,18.903322824088782,73.06024550756376,
1,30,18.903322824088782,73.06975064341339,Ransai Reservoir is a Natural; 
1,31,18.903322824088782,73.07925577926301,Ransai Reservoir is a Natural; 
1,32,18.903322824088782,73.08876091511263,Karnala WLS is a Leisure & Entertainment; 
1,33,18.903322824088782,73.09826605096224,Karnala WLS is a Leisure & Entertainment; 
1,34,18.903322824088782,73.10777118681186,Karnala WLS is a Leisure & Entertainment; 
2,0,18.912316040147967,72.78459656792481,
2,1,18.912316040147967,72.79410170377443,
2,2,18.912316040147967,72.80360683962405,Jagadish Canteen is a Food & Drink; Maratha Store is a Commercial; Tata Institute of Fundamental Research is a Educational; Defence Station Colaba is a Landuse: Military; Navy Children School is a Educational; Mumbai is a Natural; Bramhagupta is a Residential; Panini is a Residential; Raman is a Residential; Meghnad is a Residential; Parashara is a Residential; Ramanujan is a Leisure & Entertainment; Satyendra is a Residential; Patanjali is a Residential; Bhaskara is a Residential; Jagadish is a Residential; TIFR Colony is a Residential; Tennis Court is a Leisure & Entertainment; Cricket/Football ground is a Leisure & Entertainment; Badminton + TT Court is a Leisure & Entertainment; Almond Grove is a Leisure & Entertainment; Kendriya Vidyalaya No.2  Colaba is a Educational; New Navy Nagar is a Landuse: Military; 
2,3,18.912316040147967,72.81311197547366,Cafe Coffee Day is a Food & Drink; King Plaza is a Commercial; Santoor is a Food & Drink; Nature's Basket is a Commercial; Flamboyanté is a Food & Drink; The Village is a Food & Drink; Noble Plus is a Commercial; Tikamdas Motiram Jewellers is a Commercial; Kamats is a Food & Drink; Royal Consulate General of Saudi Arabia is a Commercial; Deputy High Commission of Bangladesh is a Commercial; Family Clinic is a Healthcare; MVIRDC World Trade Centre is a Commercial; Defence Station Colaba is a Landuse: Military; Navy Children School is a Educational; Dalit Nagar is a Residential; Mumbai is a Natural; Parashara is a Residential; Bhaskara is a Residential; TIFR Colony is a Residential; Backbay BEST Bus Depot is a Industrial; Revile is a Residential; Venus Apartments is a Residential; Maker Tower is a Residential; Jolly Maker 1 - B Wing is a Residential; Jolly Maker 1 - A Wing is a Residential; Sunita is a Residential; Satnam Apartments is a Residential; Jolly Maker II is a Residential; Adarsh is a Residential; Sunflower is a Residential; Colaba Woods Garden is a Leisure & Entertainment; Maker Arcade is a Commercial; Kendriya Vidyalaya No.2  Colaba is a Educational; Cuffe Parade is a Landuse: Construction; Kendriya Vidyalaya No.1  Colaba is a Educational; Cuffe Parade Police Station is a Government & Public Services; Cuffe Parade Park is a Leisure & Entertainment; New Navy Nagar is a Landuse: Military; World Trade Centre Arcade is a Commercial; 
